song_name,artist,url,cluster
因為愛情,Eason Chan,spotify:track:6WOwRdX67b4VKujGIal4tK,2
因為愛情,Faye Wong,spotify:track:6WOwRdX67b4VKujGIal4tK,2
Real Love,Derek Johnson,spotify:track:1mzPFYtJgR26JqpL5DYkCA,0
Loverman (feat. Priscilla Renea),Train,spotify:track:6Cfy5wwz2S0TpF6KhE30er,9
Loverman (feat. Priscilla Renea),Priscilla Renea,spotify:track:6Cfy5wwz2S0TpF6KhE30er,9
How Did You Love - Neon Tribe Remix,Shinedown,spotify:track:1iosx4Zs9m4tNTv5uF75SG,1
How Did You Love - Neon Tribe Remix,Neon Tribe,spotify:track:1iosx4Zs9m4tNTv5uF75SG,1
Georgia on My Mind,Michael Bublé,spotify:track:4IbOPxstIn2KbdlWf5xRZ0,4
You Don't Know (feat. Wale),Tank,spotify:track:3mSkzP4ud5KG26OIVIAL3s,2
You Don't Know (feat. Wale),Wale,spotify:track:3mSkzP4ud5KG26OIVIAL3s,2
Love Will Set You Free,Kodaline,spotify:track:11IYMTXu5Uws1DjmUMLOcP,9
Prosthetic Love,Typhoon,spotify:track:31bJYDdwqCR34QaeYmOYgF,4
Let Me Love You / Don't Wanna Know (feat. Jaclyn Davies),Megan Davies,spotify:track:48PgesJ7hX6jHLhGMFtkYi,2
Let Me Love You / Don't Wanna Know (feat. Jaclyn Davies),Jaclyn Davies,spotify:track:48PgesJ7hX6jHLhGMFtkYi,2
Don't Give Up (On Love) - Radio Edit,Blinkie,spotify:track:6PbmSCgNCDAGJfYJucqUEh,9
Love Like Drugs,Shawn Harris,spotify:track:5lj4dfZ7htURr1ObCUqTl9,4
Only You Can Love Me This Way,Keith Urban,spotify:track:1ddEJFVOCOjNqh19FTQAsX,2
Dreaming,Smallpools,spotify:track:6cMswWRv4lAU3mh5lclgCc,3
Loveless,Said The Whale,spotify:track:0LJMPvtPMfIkJeRveMrROz,0
"All For Love - From ""The Three Musketeers"" Soundtrack",Bryan Adams,spotify:track:5h92ib6UGUe0BkUvNz8AtP,0
"All For Love - From ""The Three Musketeers"" Soundtrack",Sting,spotify:track:5h92ib6UGUe0BkUvNz8AtP,0
"All For Love - From ""The Three Musketeers"" Soundtrack",Rod Stewart,spotify:track:5h92ib6UGUe0BkUvNz8AtP,0
Feel the Love (feat. John Newman) - Radio Edit,Rudimental,spotify:track:5crHvEPQ13FbQGQSscm5Ns,1
Feel the Love (feat. John Newman) - Radio Edit,John Newman,spotify:track:5crHvEPQ13FbQGQSscm5Ns,1
Nothin' But Love,Zach Clayton,spotify:track:6n4e9liGS8z836fM1Z142h,0
Drunk On Love,Rihanna,spotify:track:6cJoyuvyTeNrxhEhlNBmUv,3
Deeper Love - Radio Edit,Mike Mago,spotify:track:2NGr13bBDdr08OJcq00B13,0
Slave To Love,Bryan Ferry,spotify:track:7imzBhHn7KD6ag3letxmSt,9
Signs of Love Makin',Tyrese,spotify:track:6RYynPLHZLnpwjejfGWpQl,9
A grand love theme,Kid Loco,spotify:track:0pg2VKzTsBdbxPzcOkReY2,6
Radar Love - Original Single Edit 1973,Golden Earring,spotify:track:1Wmuc11xACBpOpni7ECC45,9
youarefire,LANY,spotify:track:32NhGuyYmzL8uBM164QV33,3
Hold On,Michael Bublé,spotify:track:0Xwfq9T1CruynQcHKY1hs4,9
Way to be Loved,TOPS,spotify:track:5FjC0o2EGdlAMdc3hfeTMd,3
You Was Right,Lil Uzi Vert,spotify:track:2ANLarE8yHVsLWW21nj79M,8
You Don't Know Me,Jax Jones,spotify:track:32zHrpXLkwgh4ZHwJZ6fOS,3
You Don't Know Me,RAYE,spotify:track:32zHrpXLkwgh4ZHwJZ6fOS,3
Yours If You Want It,Rascal Flatts,spotify:track:0MCj53AsRW14o9QEIBSeZD,0
You & Me,Marc E. Bassy,spotify:track:52qH79XktzCUPkN0dlRbUs,9
You & Me,G-Eazy,spotify:track:52qH79XktzCUPkN0dlRbUs,9
You're Beautiful,James Blunt,spotify:track:5pbajJXEPdcoXQPXoAVR1t,2
You Look Good,Lady A,spotify:track:40UAL8woeLT1Z8bbOMYvhk,0
Yours,Russell Dickerson,spotify:track:2CepJuGl02QWDxRPc7gs0b,0
Young And Beautiful,Lana Del Rey,spotify:track:2nMeu6UenVvwUktBCpLMK9,3
"You're Gonna Go Far, Kid",The Offspring,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,9
You'll Accomp'ny Me,Frankie Ballard,spotify:track:61jWRBNxdM3sO5oKLwZV9y,9
Your Number REMIX (feat. Chris Brown & Kid Ink),Ayo Jay,spotify:track:0v9w61bEVbIgYbVu0frJag,3
Your Number REMIX (feat. Chris Brown & Kid Ink),Chris Brown,spotify:track:0v9w61bEVbIgYbVu0frJag,3
Your Number REMIX (feat. Chris Brown & Kid Ink),Kid Ink,spotify:track:0v9w61bEVbIgYbVu0frJag,3
Your Mind (feat. Kristen Marie),HEDIA,spotify:track:2eqHbYG0r90Y3LpZVjQOJX,9
Your Mind (feat. Kristen Marie),Kristen Marie,spotify:track:2eqHbYG0r90Y3LpZVjQOJX,9
I Got You,Bebe Rexha,spotify:track:1FUViuNSldssMIawrOXF2i,3
How Would You Feel (Paean),Ed Sheeran,spotify:track:1lyNFzcCl9kXCof6GV32fV,0
Shape of You - Stormzy Remix,Ed Sheeran,spotify:track:2NHSYwGkAvPHzCinY0KwXo,8
Shape of You - Stormzy Remix,Stormzy,spotify:track:2NHSYwGkAvPHzCinY0KwXo,8
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,3
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Nyla,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,3
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Kranium,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,3
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Major Lazer,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,3
Treat You Better,Shawn Mendes,spotify:track:1rtDwblY1CJ9i490fMzJnc,8
Into You,Ariana Grande,spotify:track:2meEiZKWkiN28gITzFwQo5,0
Miss You,James Hersey,spotify:track:6giHzoNmL0kwyBZAXGIIc2,3
Die For You,The Weeknd,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,3
Quit You,Lost Kings,spotify:track:4GJAd1nBylAEbw1dZDVzEQ,9
Quit You,Tinashe,spotify:track:4GJAd1nBylAEbw1dZDVzEQ,9
LUV,Tory Lanez,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,8
Let Me Hold You (Turn Me On),Cheat Codes,spotify:track:72xvRETEsd5hS1RfduciRi,3
Let Me Hold You (Turn Me On),Dante Klein,spotify:track:72xvRETEsd5hS1RfduciRi,3
Hold You Back,Ryan Hurd,spotify:track:0YnGIrv7Wj4PUYXs08v4kZ,0
Wake Up Where You Are,State of Sound,spotify:track:2s76aKBWKShlwPC4xTtEEE,9
Bound To You,Jocelyn Alice,spotify:track:6MIwdFXHnImyz1TmsuUrEB,0
I Miss You (feat. Bahari),Grey,spotify:track:53kmwsQcr6R3aBdhRMQqe0,9
I Miss You (feat. Bahari),Bahari,spotify:track:53kmwsQcr6R3aBdhRMQqe0,9
I Got You,Bebe Rexha,spotify:track:6DOBk1Pxe7q8YFI9Ozbrb3,3
Nothing Without You,The Weeknd,spotify:track:57qiTKh8bVX0VtfUNTQqhw,9
Sing to You,John Splithoff,spotify:track:6UrZSKHenvGSok9muo1vvh,8
Someone Like You,Adele,spotify:track:6QPKYGnAW9QozVz2dSWqRg,2
Good For You,Selena Gomez,spotify:track:5XfywqPX6XBOdYQNbOaQvy,3
Good For You,A$AP Rocky,spotify:track:5XfywqPX6XBOdYQNbOaQvy,3
Shape of You - Galantis Remix,Ed Sheeran,spotify:track:5H7CwzYZ60e7w69tX4ivQN,3
Shape of You - Galantis Remix,Galantis,spotify:track:5H7CwzYZ60e7w69tX4ivQN,3
Nobody Else but You,Trey Songz,spotify:track:2slbJay1LPdOafYYCTe5Ss,3
Lost on You,LP,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,3
I Think Of You,Jeremih,spotify:track:5f5KGCBUtnR3dTSdNfRcZG,9
I Think Of You,Chris Brown,spotify:track:5f5KGCBUtnR3dTSdNfRcZG,9
I Think Of You,Big Sean,spotify:track:5f5KGCBUtnR3dTSdNfRcZG,9
I Want You,Tiësto,spotify:track:4I1zD6WvoJoLDFWsqcCpMJ,3
I Want You,Mike Williams,spotify:track:4I1zD6WvoJoLDFWsqcCpMJ,3
Never Be Like You (feat. Kai),Flume,spotify:track:6y0igZArWVi6Iz0rj35c1Y,0
Never Be Like You (feat. Kai),kai,spotify:track:6y0igZArWVi6Iz0rj35c1Y,0
Hold You - Hold Yuh,Gyptian,spotify:track:0j55p8YRAPG8yajtNyjt6A,9
Get You (feat. Kali Uchis),Daniel Caesar,spotify:track:6N3qHjcwly8ZuhE4bPYJAX,2
Get You (feat. Kali Uchis),Kali Uchis,spotify:track:6N3qHjcwly8ZuhE4bPYJAX,2
Gyal You A Party Animal,Charly Black,spotify:track:7rj8aNwZqTvrUeLlAyNWtZ,0
Let You Get Away (feat. Ashe),Shaun Frank,spotify:track:4GMszfo2E9JlQsDIFyQIGL,3
Let You Get Away (feat. Ashe),Ashe,spotify:track:4GMszfo2E9JlQsDIFyQIGL,3
Say It,Tory Lanez,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,3
See You Again (feat. Charlie Puth),Wiz Khalifa,spotify:track:7wqSzGeodspE3V6RBD5W8L,2
See You Again (feat. Charlie Puth),Charlie Puth,spotify:track:7wqSzGeodspE3V6RBD5W8L,2
Gyal You A Party Animal - Remix,Charly Black,spotify:track:0Rj2yNpEvXOl8yn9UOuIRs,0
Gyal You A Party Animal - Remix,Daddy Yankee,spotify:track:0Rj2yNpEvXOl8yn9UOuIRs,0
I Need You (feat. Olaf Blackwood),Armin van Buuren,spotify:track:3Ko6JQcxWUQMRqALr8NdlB,3
I Need You (feat. Olaf Blackwood),Garibay,spotify:track:3Ko6JQcxWUQMRqALr8NdlB,3
I Need You (feat. Olaf Blackwood),Olaf Blackwood,spotify:track:3Ko6JQcxWUQMRqALr8NdlB,3
Skateboard P,MadeinTYO,spotify:track:4qdgv45EPcQqpQ08tF34f8,8
Way You Are (feat. Monty),Fetty Wap,spotify:track:3NKSqIu5LKDkS5G1rmw0gf,8
Way You Are (feat. Monty),Monty,spotify:track:3NKSqIu5LKDkS5G1rmw0gf,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",DJ Khaled,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Nicki Minaj,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Chris Brown,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",August Alsina,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Jeremih,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Future,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Rick Ross,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,8
Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,spotify:track:0fH86zQcE2CmATQju6WpXv,3
Are You Sure? (feat. Ty Dolla $ign),Conor Maynard,spotify:track:0fH86zQcE2CmATQju6WpXv,3
Are You Sure? (feat. Ty Dolla $ign),Ty Dolla $ign,spotify:track:0fH86zQcE2CmATQju6WpXv,3
Wherever You Go,Karl Wolf,spotify:track:1yFVBzzRefB600gHel3ItE,0
Until You Were Gone,The Chainsmokers,spotify:track:12MqM3S0fTvR6X4Jt1Xvn6,9
Until You Were Gone,Tritonal,spotify:track:12MqM3S0fTvR6X4Jt1Xvn6,9
Until You Were Gone,Emily Warren,spotify:track:12MqM3S0fTvR6X4Jt1Xvn6,9
Spring Day,BTS,spotify:track:02q0ZnV2L4XByzEvWZJqBC,0
Are You With Me - Radio Edit,Lost Frequencies,spotify:track:2O7KjT0yN6EOjRlCJ8v9qv,3
Never Be Like You (feat. Kai),Flume,spotify:track:47zREtxQZ3cHHIZwUQnuuN,0
Never Be Like You (feat. Kai),kai,spotify:track:47zREtxQZ3cHHIZwUQnuuN,0
Thinking About You,Andreas Moss,spotify:track:6MWfLm5mekBlDaWUzUJvhU,0
Because Of You,Ne-Yo,spotify:track:6CFPFnS9EcLs2I0nWqtWci,3
Whatever You Like,T.I.,spotify:track:3tvWMBIblzT5FSjKtIeRR1,3
Get You Good,Roy Woods,spotify:track:2yTTfOaptQVJiocgjoQFfi,3
With You,Drake,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,8
With You,PARTYNEXTDOOR,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,8
Glad You Came,The Wanted,spotify:track:1OXfWI3FQMdsKKC6lkvzSx,3
Thinking About You,Hardwell,spotify:track:6C6MLXm77V9VH0v27oJRak,3
Thinking About You,Jay Sean,spotify:track:6C6MLXm77V9VH0v27oJRak,3
Make You Feel Good,Fetty Wap,spotify:track:3eDk8vNTpDnoso8D2qmYFi,8
Not Today,BTS,spotify:track:7KlTFTpy7dXLzr2NtLkvG6,1
Miss You,Gabrielle Aplin,spotify:track:4ogp5UEEagtt5gbM1QDgTY,0
I Want You Back,The Jackson 5,spotify:track:7sag5A1K4FzdQzmig9KWX4,0
How You Remind Me,Nickelback,spotify:track:0F2nGhgFNlkVHm81zNEvW6,0
Just You and I,Tom Walker,spotify:track:2yPqhfL7EeQlEdz7rAQfU9,8
Who Are You,The Who,spotify:track:02DurCgOvDdX0uKEjqcl3W,0
Because of You,Kelly Clarkson,spotify:track:3f3omU8n47Mqyab5nCaGyT,3
You Should Be Here,Cole Swindell,spotify:track:63thx7OANplv4I4BQsanHk,9
The Heart Wants What It Wants,Selena Gomez,spotify:track:2dRvMEW4EwySxRUtEamSfG,3
Every Breath You Take - Remastered 2003,The Police,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,2
Touching You Again,Hot Shade,spotify:track:1nW9aJJOXBQRbRKnALEnB5,0
Touching You Again,Mike Perry,spotify:track:1nW9aJJOXBQRbRKnALEnB5,0
Touching You Again,Jane XØ,spotify:track:1nW9aJJOXBQRbRKnALEnB5,0
Ah You Me Need,Adi-Dagga,spotify:track:4kzmhbvacUz0bCfe3Dcpk2,3
I Know What You Did Last Summer,Shawn Mendes,spotify:track:7M9t7BCy51ITF8IMyiemzk,3
I Know What You Did Last Summer,Camila Cabello,spotify:track:7M9t7BCy51ITF8IMyiemzk,3
With You,Drake,spotify:track:5PMNu7kMZ4msbxiKnDTOt0,8
With You,PARTYNEXTDOOR,spotify:track:5PMNu7kMZ4msbxiKnDTOt0,8
I Miss You,blink-182,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,9
Adore You,Miley Cyrus,spotify:track:5AnCLGg35ziFOloEnXK4uu,9
Mad over You,Runtown,spotify:track:56FUvV0o4FVhiKQPc6crQ7,3
Would I Lie to You - Radio Edit,David Guetta,spotify:track:4PdJSsESm34djLfBde9Pr2,8
Would I Lie to You - Radio Edit,Cedric Gervais,spotify:track:4PdJSsESm34djLfBde9Pr2,8
Would I Lie to You - Radio Edit,Chris Willis,spotify:track:4PdJSsESm34djLfBde9Pr2,8
Let You Go - Radio Edit,The Chainsmokers,spotify:track:2Mh0jU5IyRTQfpyMnvki5Z,9
Let You Go - Radio Edit,Great Good Fine Ok,spotify:track:2Mh0jU5IyRTQfpyMnvki5Z,9
To D.R.E.A.M.,Tory Lanez,spotify:track:6w2VaBGWcColW05nZROWvS,9
You & I (feat. Jenna Pemkowski),Dabin,spotify:track:78HJtANW7oyKiDN4TFniz4,0
Summer on You,Sam Feldt,spotify:track:7Ct0Q46k5PkXzYiNE5D2dn,3
Summer on You,Lucas & Steve,spotify:track:7Ct0Q46k5PkXzYiNE5D2dn,3
Summer on You,Wulf,spotify:track:7Ct0Q46k5PkXzYiNE5D2dn,3
If You Let Me,Sinéad Harnett,spotify:track:5LKXxwgll43fxe1lPF7sze,4
If You Let Me,GRADES,spotify:track:5LKXxwgll43fxe1lPF7sze,4
A Supplementary Story : You Never Walk Alone,BTS,spotify:track:51VVGOs2dv8dQhycnxr9pa,0
Missing You,Kira Isabella,spotify:track:1NcYu7uczQ5z6sI4IYNzMO,0
I Got You - Cheat Codes Remix,Bebe Rexha,spotify:track:34flSX36zePXBZ7aTLdK4G,3
I Got You - Cheat Codes Remix,Cheat Codes,spotify:track:34flSX36zePXBZ7aTLdK4G,3
I Was Made For Loving You,Tori Kelly,spotify:track:1Xwh83YOFQARZ3QXscP123,2
I Was Made For Loving You,Ed Sheeran,spotify:track:1Xwh83YOFQARZ3QXscP123,2
Wish I Knew You,The Revivalists,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,3
Name For You,The Shins,spotify:track:2d8ZliBnpT7WfOgvvCiAHN,1
What You Need,BAYNK,spotify:track:7j1Q7Xx6Ozn5mUJfrqaSjp,0
What You Need,NÏKA,spotify:track:7j1Q7Xx6Ozn5mUJfrqaSjp,0
Who You Are,Jessie J,spotify:track:65lIGCfW59BxcEJnnIOCq3,9
Anything You Want,HYDDE,spotify:track:2dmwu1hYaVPqSeU7NSTC1e,3
Anything You Want,MOONZz,spotify:track:2dmwu1hYaVPqSeU7NSTC1e,3
You & I,One Direction,spotify:track:2afCBiru10AFckfOa49wIa,9
With Or Without You - Remastered 2007,U2,spotify:track:5JGEAz15LkPoOtFHttDtVs,9
Somebody Else,The 1975,spotify:track:5hc71nKsUgtwQ3z52KEKQk,9
Highway,Bleeker,spotify:track:7aQT5OB4zEgyyxfRDbOBIt,0
You Make Me Wanna...,USHER,spotify:track:47TqCCnEliDp8NRDyIQoQq,3
Need You,Dillon Francis,spotify:track:20UdW4qyeOmKa9YaOcv9WX,3
Need You,NGHTMRE,spotify:track:20UdW4qyeOmKa9YaOcv9WX,3
Never Gonna Give You Up,Rick Astley,spotify:track:4uLU6hMCjMI75M1A2tKUQC,0
I Give You Power,Arcade Fire,spotify:track:3IJSMMrOFKQSapNlx0g23G,0
I Give You Power,Mavis Staples,spotify:track:3IJSMMrOFKQSapNlx0g23G,0
Keep You in Mind - Remix,Guordan Banks,spotify:track:5uKryGXlPNcs1hqq7nCbVe,0
Keep You in Mind - Remix,Chris Brown,spotify:track:5uKryGXlPNcs1hqq7nCbVe,0
Into You - 3LAU Remix,Ariana Grande,spotify:track:1cfVkL84XmRON3Gl9jDXKI,3
Into You - 3LAU Remix,3LAU,spotify:track:1cfVkL84XmRON3Gl9jDXKI,3
I Was Made For Loving You,Tori Kelly,spotify:track:2UBSTkbhkQwzjKpcuUJTdG,2
I Was Made For Loving You,Ed Sheeran,spotify:track:2UBSTkbhkQwzjKpcuUJTdG,2
Stuck In The Middle With You,Stealers Wheel,spotify:track:1b7LMtXCXGc2EwOIplI35z,9
Play with You,Mugisho,spotify:track:6Btgsd6Sqp5ARtdtbq5A50,0
Down On Me,Jeremih,spotify:track:0x3TibRgnSqzkcwrqBd4iX,9
Down On Me,50 Cent,spotify:track:0x3TibRgnSqzkcwrqBd4iX,9
If You Stay,Vogue Dots,spotify:track:17bXkkikXxys8KkBksuLpd,2
Need You Tonight,INXS,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,3
You,Petit Biscuit,spotify:track:4gRuC34ZpRcpVXxMXM1csQ,5
Stand By You,Rachel Platten,spotify:track:3kSXn1osC89W8JcPLozTzs,8
Holding on to You,Twenty One Pilots,spotify:track:3C3cr2JQwXIhqAHqOardVO,9
Sure Thing,Miguel,spotify:track:0JXXNGljqupsJaZsgSbMZV,3
What You Need,The Weeknd,spotify:track:7IpDQcksaT8SxS7vOX4SRm,2
Let You Down,Seether,spotify:track:2oXfe1se6IhWYcGtnUjD2e,0
Thinking Bout You,Ariana Grande,spotify:track:6iOhd5wNnvvwGDEuNILvM5,0
Treat You Better - Ashworth Remix,Shawn Mendes,spotify:track:7al2umgR86au9ri0VazVD9,9
Treat You Better - Ashworth Remix,Ashworth,spotify:track:7al2umgR86au9ri0VazVD9,9
When I Pray for You,Dan + Shay,spotify:track:16DRIwIBIgZdAgpp0vLh5q,9
I Know You Want Me (Calle Ocho),Pitbull,spotify:track:5RzFJd6W40SDTyZkX6xx45,9
Knock You Down,Keri Hilson,spotify:track:58FUwmyGUqkt53YPUcm7cJ,9
Knock You Down,Kanye West,spotify:track:58FUwmyGUqkt53YPUcm7cJ,9
Knock You Down,Ne-Yo,spotify:track:58FUwmyGUqkt53YPUcm7cJ,9
High You Are,What So Not,spotify:track:6zpCJDhdpHPZCcFCJZDqX5,0
High You Are,Branchez,spotify:track:6zpCJDhdpHPZCcFCJZDqX5,0
You & Me - Flume Remix,Disclosure,spotify:track:1snNAXmmPXCn0dkF9DaPWw,3
You & Me - Flume Remix,Eliza Doolittle,spotify:track:1snNAXmmPXCn0dkF9DaPWw,3
You & Me - Flume Remix,Flume,spotify:track:1snNAXmmPXCn0dkF9DaPWw,3
Lay You Down Easy (feat. Sean Paul),MAGIC!,spotify:track:4FTOFgpECL4tlu8DljL0XM,9
Lay You Down Easy (feat. Sean Paul),Sean Paul,spotify:track:4FTOFgpECL4tlu8DljL0XM,9
Thank You,Kehlani,spotify:track:1lgIfLiB4abFQR90h7gRcC,8
Be As You Are - Acoustic,Mike Posner,spotify:track:4t03qcATBoSFWGDDCo29v3,4
If I Told You,Darius Rucker,spotify:track:6PjIjfiTS6OMft5HXuW2PV,0
Running Out After You,Tom Speight,spotify:track:1sRVnoJA0bsfbiDCGfubNG,2
Know Who You Are,Auli'i Cravalho,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,4
Know Who You Are,Vai Mahina,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,4
Know Who You Are,Olivia Foa'i,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,4
Know Who You Are,Opetaia Foa'i,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,4
Know Who You Are,Matthew Ineleo,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,4
I Miss You,SOYOU,spotify:track:3SfbB0Y3saMIQnNctxMVhj,2
I Miss You,Adele,spotify:track:1YjnEtzEg7D1wwQFhO30Gp,1
As You Are,The Weeknd,spotify:track:3H3qBumaYj67PT3aMEBvAP,3
Still Think About You,A Boogie Wit da Hoodie,spotify:track:2FTeQQ5Rg9tBpgpTF5mnhE,9
Wherever You Will Go,The Calling,spotify:track:37qI0mchgzUSeUhPiwUWPY,9
I Will Follow You into the Dark,Death Cab for Cutie,spotify:track:2ndWbjiiNBEOrlfToKlABE,2
You Got Me,G-Eazy,spotify:track:4ztaHDRJVuQe61KVCIpgqw,8
Follow You,Bring Me The Horizon,spotify:track:6lFUdRItQEsEuD7dSINL47,3
It's Gotta Be You,Isaiah Firebrace,spotify:track:6cAKeFFYW2aClZSUyvqAEW,9
Great Are You Lord,one sonic society,spotify:track:2YgtXx9OVBOzja9Fckb4FY,4
Kill You,Eminem,spotify:track:5eGEc27nnhtmcOh6RC890a,8
fOoL fOr YoU,ZAYN,spotify:track:6lvsJDZ7336YmpBzcNGhbe,9
Jai Ho! (You Are My Destiny),A.R. Rahman,spotify:track:7Kpqjspw4Y7HrvItIRcBiW,3
Jai Ho! (You Are My Destiny),The Pussycat Dolls,spotify:track:7Kpqjspw4Y7HrvItIRcBiW,3
Jai Ho! (You Are My Destiny),Nicole Scherzinger,spotify:track:7Kpqjspw4Y7HrvItIRcBiW,3
Call You Home,Kelvin Jones,spotify:track:5AHJXStapl97kWsHY6rozI,0
You and I,Ingrid Michaelson,spotify:track:4oeRfmp9XpKWym6YD1WvBP,2
Loving You Easy,Zac Brown Band,spotify:track:69XcvSymPaTke2Qb6f3W6P,0
Mine Would Be You,Blake Shelton,spotify:track:1zvQt99d5oTkEQLmSoO1yu,9
Somewhere With You,Kenny Chesney,spotify:track:3pkzJjJXfdDjhpXx639MIH,3
I Choose You,Sara Bareilles,spotify:track:7jJH8F3PHlNvxfqEAAfFDl,3
How You Like Me Now - Original,The Heavy,spotify:track:1l69BjAVQwhrZgIQqYo4wj,6
The Way (feat. Chance the Rapper),Kehlani,spotify:track:6mzaCRuLTRiz1caGOum3zT,8
The Way (feat. Chance the Rapper),Chance the Rapper,spotify:track:6mzaCRuLTRiz1caGOum3zT,8
You Were Meant For Me,Jewel,spotify:track:6kBU9uWqar0Fw2Ws0he11A,2
Be Like You,CVBZ,spotify:track:1mkg3GGpHqaiWmi6GKIEvx,8
Been You,Justin Bieber,spotify:track:6gcA4zzG6FnMEgPSDKbAMs,3
Close To You,Rihanna,spotify:track:4gFxywaJejXWxo0NjlWzgg,2
Talking to You,Izzy Bizu,spotify:track:3N08HLCSwOHhMQKJGIZ7rE,9
Night Bus,Gabrielle Aplin,spotify:track:4hCNAbUTmoj9Pzg2vFhoiC,3
Fuck You,Lily Allen,spotify:track:1GCbc1vpkZA2zhjsSFhmHT,3
Moving You,VACAY,spotify:track:1sUyD3Mb7hyzqYSWrnclxF,0
You Really Got Me - Mono Mix,The Kinks,spotify:track:00xR9dHhuaNznqB4FSzOlr,0
You Say,Dori Freeman,spotify:track:2Rd6MWkSlWiZdmdBYAOQgP,2
Coming for You,The Offspring,spotify:track:1SZoPX6yKcuejHQ49DtDxr,0
The Sound,The 1975,spotify:track:316r1KLN0bcmpr7TZcMCXT,9
(Everything I Do) I Do It For You,Bryan Adams,spotify:track:6eBK3edMW7bEzecF1eCezc,9
I Really Like You,Carly Rae Jepsen,spotify:track:1KK0AkECJmxXlJetTYS3xE,9
Over You,Ch3shire,spotify:track:2lzXbeewfBRiMMZnOareQT,6
Crave You - Adventure Club Remix,Flight Facilities,spotify:track:283LAlCpfArRZOXPfkOQj0,3
If I Believe You,The 1975,spotify:track:2J3ajGI1sVj9wnqThJHwPS,4
Purple Haze,Jimi Hendrix,spotify:track:0wJoRiX5K5BxlqZTolB2LD,9
You Got It Good (feat. Alex Galli),WAVES,spotify:track:3b0BEtQ7qAWGJ1ueivzuAU,0
You Got It Good (feat. Alex Galli),Alex Galli,spotify:track:3b0BEtQ7qAWGJ1ueivzuAU,0
I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:0rTkE0FmT4zT2xL6GXwosU,4
Good To You,Marianas Trench,spotify:track:3eDBBDWXkmH6chzPZhuajx,4
I Told You/ Another One,Tory Lanez,spotify:track:22DTcztiOHGZ3X6RmlFLdC,8
What You Do,James Gillespie,spotify:track:6SjUDhQsGP1Ynz4aYGxckR,2
Remember You (feat. blackbear),G-Eazy,spotify:track:4WmS1ZuledEAlrpJv1E22s,3
Remember You (feat. blackbear),blackbear,spotify:track:4WmS1ZuledEAlrpJv1E22s,3
Do You Remember,Jarryd James,spotify:track:57AQnEbQgoz2q7N9zmtpEl,2
All I Want for Christmas Is You,Mariah Carey,spotify:track:0bYg9bo50gSsH3LtXe2SQn,9
Down for You,Russ,spotify:track:52C7YvqXdiIHD9qLK5SHrr,8
Show You,Shawn Mendes,spotify:track:1lMm2SeSWddqmRYZWa8q5b,0
